ChCode,       Amount OB       ,        Principal Amount Due        
04PICL2606-13,"1,053,185.54","78,214.45"
04PICL2606-14,"754,124.80","37,443.08"
04PICL2606-16,"1,147,569.64","69,153.94"
04PICL2606-17,"543,724.29","31,464.03"
04PICL2606-18,"842,387.02","50,266.93"
04PICL2606-19,"572,617.86","27,434.70"
04PICL2606-20,"3,338,824.65","187,910.62"
04PICL2606-21,"379,534.65","27,270.24"
04PICL2606-22,"1,570,121.20","67,456.87"
04PICL2606-25,"1,288,100.74","81,359.79"
04PICL2606-26,"730,143.97","32,850.81"
04PICL2606-27,"973,195.69","61,490.24"
04PICL2606-28,"375,607.42","19,086.59"
04PICL2606-3,"762,391.43","62,738.34"
04PICL2606-30,"1,400,256.41","70,212.44"
04PICL2606-32,"632,183.30","37,234.19"
04PICL2606-33,"685,868.50","34,988.65"
04PICL2606-34,"771,581.38","35,636.22"
04PICL2606-37,"400,336.57","19,050.61"
04PICL2606-38,"582,311.32","31,486.02"
04PICL2606-39,"742,195.38","47,414.12"
04PICL2606-4,"534,448.82","23,236.76"
04PICL2606-41,"1,492,118.93","84,251.55"
04PICL2606-42,"1,096,301.19","63,032.71"
04PICL2606-45,"645,109.90","30,413.40"
04PICL2606-5,"1,425,218.78","74,968.81"
04PICL2606-6,"3,435,175.42","209,345.29"
04PICL2606-7,"606,580.87","33,943.26"
04PICL2606-9,"377,501.72","29,201.22"
04PICL2607-1,"1,399,289.76","71,316.42"
04PICL2607-10,"612,236.67","29,523.98"
04PICL2607-11,"905,469.08","50,506.49"
04PICL2607-12,"1,031,830.71","66,176.00"
04PICL2607-14,"1,540,645.41","85,768.18"
04PICL2607-15,"1,356,725.67","76,159.59"
04PICL2607-16,"770,689.45","41,001.84"
04PICL2607-17,"737,864.22","36,719.27"
04PICL2607-18,"1,375,108.48","75,464.85"
04PICL2607-19,"554,821.22","19,925.35"
04PICL2607-2,"1,409,892.84","62,881.54"
04PICL2607-20,"1,062,775.00","61,953.03"
04PICL2607-21,"743,345.78","42,104.40"
04PICL2607-22,"1,002,294.41","58,394.71"
04PICL2607-23,"81,236.85","43,369.28"
04PICL2607-24,"342,519.09","23,904.64"
04PICL2607-25,"618,390.66","40,504.60"
04PICL2607-26,"3,317,571.42","201,535.30"
04PICL2607-27,"1,597,730.61","70,869.82"
04PICL2607-28,"1,361,706.35","71,929.43"
04PICL2607-29,"771,581.38","40,479.40"
04PICL2607-3,"1,058,737.20","56,661.94"
04PICL2607-30,"806,693.00","42,477.86"
04PICL2607-31,"1,616,135.99","90,383.44"
04PICL2607-32,"799,682.30","47,387.71"
04PICL2607-33,"1,480,820.83","73,442.91"
04PICL2607-34,"931,801.42","53,238.75"
04PICL2607-35,"750,326.86","40,212.57"
04PICL2607-36,"1,101,942.14","58,321.61"
04PICL2607-37,"627,846.56","39,100.05"
04PICL2607-38,"660,007.63","34,183.19"
04PICL2607-39,"1,340,036.35","63,489.35"
04PICL2607-40,"428,784.16","26,794.51"
04PICL2607-41,"736,880.75","40,667.94"
04PICL2607-5,"1,755,369.95","89,540.45"
04PICL2607-6,"741,617.07","37,945.30"
04PICL2607-7,"501,343.75","24,442.63"
04PICL2607-8,"1,504,265.20","69,446.72"
04PICL2607-9,"709,039.51","38,470.30"
04PICL2608-1,"1,579,099.39","90,147.16"
04PICL2608-10,"12,690.08","13,650.28"
04PICL2608-11,"830,235.41","53,511.45"
04PICL2608-12,"981,837.16","61,123.09"
04PICL2608-13,"1,568,663.53","76,648.52"
04PICL2608-14,"894,807.48","40,079.83"
04PICL2608-15,"577,532.32","25,631.18"
04PICL2608-16,"549,370.89","31,850.68"
04PICL2608-17,"537,598.23","38,904.77"
04PICL2608-18,"1,055,042.64","80,621.08"
04PICL2608-19,"785,518.74","43,729.54"
04PICL2608-2,"814,854.68","50,608.60"
04PICL2608-20,"914,237.40","42,072.73"
04PICL2608-21,"406,693.58","13,458.29"
04PICL2608-22,"1,311,019.20","62,154.19"
04PICL2608-23,"1,846,597.29","76,435.92"
04PICL2608-24,"128,934.09","10,987.14"
04PICL2608-25,"1,216,822.64","71,525.84"
04PICL2608-26,"1,556,790.05","72,569.85"
04PICL2608-27,"1,510,526.48","75,884.33"
04PICL2608-28,"221,489.65","11,546.62"
04PICL2608-29,"274,911.92","12,061.18"
04PICL2608-3,"775,961.65","35,622.80"
04PICL2608-30,"908,097.69","37,714.95"
04PICL2608-31,"935,310.79","53,377.89"
04PICL2608-32,"450,888.85","99,819.24"
04PICL2608-33,"3,279,018.59","152,302.13"
04PICL2608-34,"588,458.69","42,691.01"
04PICL2608-35,"526,391.60","17,017.24"
04PICL2608-36,"871,205.32","42,501.21"
04PICL2608-37,"839,018.08","40,613.67"
04PICL2608-38,"2,796,982.55","150,286.51"
04PICL2608-39,"597,930.42","32,887.95"
04PICL2608-4,"573,401.48","28,970.70"
04PICL2608-40,"692,317.34","38,237.63"
04PICL2608-41,"302,473.34","12,792.43"
04PICL2608-42,"578,835.62","27,854.88"
04PICL2608-43,"919,548.25","53,853.05"
04PICL2608-44,"666,878.71","42,182.41"
04PICL2608-45,"1,020,686.78","57,631.80"
04PICL2608-46,"1,062,773.32","55,573.65"
04PICL2608-47,"226,046.20","18,572.16"
04PICL2608-48,"368,570.38","47,185.94"
04PICL2608-49,"592,740.51","33,649.09"
04PICL2608-5,"511,834.67","26,678.02"
04PICL2608-50,"1,487,269.28","75,098.82"
04PICL2608-51,"770,252.67","32,942.63"
04PICL2608-52,"945,391.43","48,635.84"
04PICL2608-6,"641,950.34","33,842.06"
04PICL2608-7,"1,263,174.41","64,621.34"
04PICL2608-8,"1,475,179.80","82,934.88"
04PICL2608-9,"3,521,807.18","188,626.02"
04PIFL2607-10,"1,385,398.51","41,668.92"
04PIFL2607-13,"810,474.01","22,265.99"
04PIFL2607-2,"1,445,081.24","13,251.18"
04PIFL2607-3,"1,526,076.43","18,909.44"
04PIFL2607-4,"1,381,127.16","41,922.08"
04PIFL2607-5,"1,523,548.06","45,806.93"
04PIFL2607-7,"1,378,432.06","46,582.51"
04PIFL2607-8,"1,290,713.93","42,297.56"
04PIFL2607-9,"1,543,423.51","35,867.38"
04PIFL2608-1,"920,000.00","40,976.66"
04PIFL2608-2,"399,999.99","19,238.66"
04PIFL2608-3,"2,727,083.70","129,167.99"
04PIML2606-11,"2,017,844.43","127,101.03"
04PIML2606-13,"391,498.53","26,659.81"
04PIML2606-15,"486,461.70","15,711.80"
04PIML2606-16,"374,589.43","22,148.93"
04PIML2606-17,"681,429.45","35,861.72"
04PIML2606-18,"394,350.26","37,108.24"
04PIML2606-19,"749,820.08","49,110.51"
04PIML2606-20,"1,535,439.60","112,229.30"
04PIML2606-21,"691,449.50","43,542.49"
04PIML2606-22,"649,470.54","48,984.33"
04PIML2606-23,"421,243.74","51,302.06"
04PIML2606-25,"1,166,309.42","59,197.00"
04PIML2606-26,"64,975.46","10,209.74"
04PIML2606-27,"1,024,443.03","113,621.74"
04PIML2606-28,"1,996,008.71","159,917.57"
04PIML2606-29,"554,689.03","39,234.18"
04PIML2606-3,"349,756.02","19,736.99"
04PIML2606-30,"400,244.84","49,930.55"
04PIML2606-32,"225,321.91","19,832.75"
04PIML2606-34,"755,052.44","38,521.37"
04PIML2606-35,"826,882.50","40,391.38"
04PIML2606-36,"1,272,229.31","107,098.85"
04PIML2606-37,"505,428.19","42,895.94"
04PIML2606-38,"809,703.39","47,142.22"
04PIML2606-39,"366,504.82","44,684.81"
04PIML2606-4,"574,990.83","34,936.20"
04PIML2606-41,"3,001,594.77","315,424.39"
04PIML2606-42,"332,414.54","20,544.50"
04PIML2606-43,"372,779.84","28,556.86"
04PIML2606-44,"555,005.17","47,869.81"
04PIML2606-45,"3,282,636.38","173,831.48"
04PIML2606-46,"31,038.71","26,576.17"
04PIML2606-47,"817,458.80","55,181.57"
04PIML2606-49,"432,765.36","21,537.83"
04PIML2606-5,"2,292,179.18","146,173.07"
04PIML2606-6,"557,750.52","71,589.99"
04PIML2606-7,"408,787.83","25,408.06"
04PIML2606-8,"706,770.78","34,905.39"
04PIML2606-9,"696,407.51","31,878.17"
04PIML2607-1,"1,209,725.77","78,220.91"
04PIML2607-10,"469,533.78","26,424.84"
04PIML2607-11,"882,520.29","54,253.48"
04PIML2607-12,"555,807.49","45,850.77"
04PIML2607-14,"832,540.12","66,335.18"
04PIML2607-16,"1,817,434.40","90,074.53"
04PIML2607-17,"547,477.26","48,119.92"
04PIML2607-18,"540,947.69","26,395.85"
04PIML2607-19,"1,957,593.90","169,866.52"
04PIML2607-2,"548,517.96","43,404.35"
04PIML2607-20,"395,988.88","20,474.99"
04PIML2607-21,"494,838.85","37,920.83"
04PIML2607-22,"623,667.97","50,882.00"
04PIML2607-23,"393,984.86","17,551.09"
04PIML2607-24,"662,444.77","42,399.29"
04PIML2607-25,"383,838.58","21,426.30"
04PIML2607-26,"456,971.52","27,001.78"
04PIML2607-4,"411,663.61","21,026.15"
04PIML2607-5,"4,267,839.76","189,205.94"
04PIML2607-6,"554,802.89","45,860.01"
04PIML2607-8,"377,013.65","29,030.45"
04PIML2607-9,"1,035,429.63","52,577.95"
04PIML2608-1,"408,088.25","19,782.85"
04PIML2608-10,"303,049.56","28,235.42"
04PIML2608-11,"878,633.53","48,486.79"
04PIML2608-12,"383,724.32","45,866.63"
04PIML2608-13,"890,600.63","62,663.84"
04PIML2608-14,"839,380.29","55,780.75"
04PIML2608-15,"629,346.97","44,484.10"
04PIML2608-16,"429,315.32","19,472.51"
04PIML2608-17,"1,139,411.95","56,456.00"
04PIML2608-18,"673,200.65","35,642.76"
04PIML2608-19,"254,683.98","19,203.73"
04PIML2608-2,"186,553.38","11,736.13"
04PIML2608-20,"440,485.09","39,425.37"
04PIML2608-21,"206,898.68","40,461.67"
04PIML2608-22,"1,113,516.22","54,266.04"
04PIML2608-23,"567,009.47","34,674.20"
04PIML2608-24,"769,063.85","44,179.53"
04PIML2608-25,"375,067.23","16,811.47"
04PIML2608-26,"1,320,801.18","83,573.71"
04PIML2608-27,"878,860.24","58,085.12"
04PIML2608-28,"2,242,254.93","193,493.59"
04PIML2608-29,"558,094.71","56,726.25"
04PIML2608-3,"702,997.95","50,859.60"
04PIML2608-30,"338,380.12","31,575.68"
04PIML2608-31,"327,287.19","31,255.44"
04PIML2608-32,"751,467.58","42,744.49"
04PIML2608-33,"519,299.74","31,669.95"
04PIML2608-34,"1,018,610.59","53,233.68"
04PIML2608-35,"400,598.84","39,109.15"
04PIML2608-36,"561,664.75","48,314.05"
04PIML2608-37,"1,071,704.29","143,211.77"
04PIML2608-38,"1,416,932.87","80,784.84"
04PIML2608-39,"924,426.50","43,264.57"
04PIML2608-4,"536,752.22","36,874.24"
04PIML2608-40,"527,260.45","46,446.89"
04PIML2608-41,"1,015,547.50","58,054.89"
04PIML2608-5,"782,590.26","61,663.50"
04PIML2608-6,"1,544,402.33","91,588.41"
04PIML2608-7,"165,694.46","15,496.54"
04PIML2608-8,"730,149.71","43,975.29"
04PIML2608-9,"758,853.55","39,622.17"
04PIRL2606-11,"1,391,051.44","76,626.02"
04PIRL2606-12,"1,153,516.03","64,130.80"
04PIRL2606-13,"772,468.60","45,997.61"
04PIRL2606-14,"1,251,575.59","98,966.38"
04PIRL2606-15,"1,139,490.13","73,869.77"
04PIRL2606-16,"813,081.02","56,106.60"
04PIRL2606-17,"757,551.17","63,115.13"
04PIRL2606-19,"509,354.70","33,583.76"
04PIRL2606-20,"3,856,540.35","205,412.37"
04PIRL2606-21,"376,743.97","32,268.11"
04PIRL2606-22,"1,610,428.81","77,650.20"
04PIRL2606-23,"1,219,438.00","79,480.72"
04PIRL2606-27,"1,655,691.56","98,867.73"
04PIRL2606-28,"941,761.67","55,591.54"
04PIRL2606-29,"430,088.74","24,181.00"
04PIRL2606-3,"3,347,974.20","173,026.73"
04PIRL2606-30,"3,098,086.92","151,192.38"
04PIRL2606-31,"2,285,647.98","124,760.29"
04PIRL2606-32,"750,303.33","44,051.23"
04PIRL2606-33,"322,356.24","18,007.03"
04PIRL2606-34,"1,449,655.18","15,285.60"
04PIRL2606-35,"50,910.47","57,534.34"
04PIRL2606-37,"1,385,139.58","47,878.59"
04PIRL2606-38,"1,018,965.24","56,563.28"
04PIRL2606-39,"363,323.33","20,948.65"
04PIRL2606-4,"526,182.40","29,971.21"
04PIRL2606-40,"611,238.05","34,679.43"
04PIRL2606-41,"1,708,397.86","103,878.24"
04PIRL2606-42,"629,048.50","31,810.17"
04PIRL2606-43,"1,677,959.91","111,500.18"
04PIRL2606-44,"1,622,756.62","60,610.81"
04PIRL2606-45,"1,269,751.79","140,866.70"
04PIRL2606-46,"530,506.97","33,317.60"
04PIRL2606-47,"1,380,752.96","78,707.67"
04PIRL2606-48,"1,693,473.31","84,524.42"
04PIRL2606-49,"1,141,865.05","55,281.48"
04PIRL2606-5,"1,297,769.15","39,615.84"
04PIRL2606-51,"1,140,213.08","62,854.65"
04PIRL2606-52,"1,387,035.52","17,945.69"
04PIRL2606-54,"1,549,535.94","54,521.18"
04PIRL2606-55,"441,615.56","34,724.14"
04PIRL2606-56,"1,673,694.00","95,076.73"
04PIRL2606-57,"2,414,622.49","148,482.51"
04PIRL2606-59,"1,443,575.42","80,241.58"
04PIRL2606-60,"2,356,618.69","146,696.30"
04PIRL2606-7,"1,447,925.77","15,463.54"
04PIRL2606-8,"3,416,196.96","187,412.76"
04PIRL2606-9,"186,775.96","15,418.05"
04PIRL2607-1,"625,432.63","41,272.50"
04PIRL2607-10,"855,213.41","58,446.04"
04PIRL2607-11,"1,163,617.70","99,401.18"
04PIRL2607-13,"1,192,475.98","117,400.69"
04PIRL2607-14,"665,235.97","28,410.84"
04PIRL2607-15,"1,317,662.35","81,292.40"
04PIRL2607-16,"417,827.84","21,147.31"
04PIRL2607-17,"1,937,604.00","116,204.41"
04PIRL2607-18,"1,287,371.96","34,590.27"
04PIRL2607-2,"1,421,713.15","68,256.52"
04PIRL2607-20,"223,440.57","31,632.54"
04PIRL2607-21,"380,070.11","38,890.46"
04PIRL2607-23,"1,028,588.81","51,181.87"
04PIRL2607-24,"2,319,784.41","111,638.42"
04PIRL2607-25,"438,486.29","20,622.40"
04PIRL2607-26,"346,848.09","17,377.39"
04PIRL2607-27,"391,846.91","27,429.66"
04PIRL2607-28,"529,720.14","39,654.16"
04PIRL2607-29,"80,230.39","61,105.74"
04PIRL2607-3,"341,619.16","23,546.50"
04PIRL2607-30,"615,755.42","38,868.12"
04PIRL2607-31,"263,180.53","23,267.06"
04PIRL2607-33,"549,370.89","26,638.98"
04PIRL2607-34,"525,782.10","29,397.80"
04PIRL2607-36,"479,159.65","45,335.96"
04PIRL2607-37,"1,158,472.29","51,567.68"
04PIRL2607-38,"1,299,642.47","10,495.56"
04PIRL2607-39,"1,498,273.52","65,898.77"
04PIRL2607-4,"915,639.77","60,588.50"
04PIRL2607-40,"525,392.52","51,937.60"
04PIRL2607-41,"1,174,109.85","68,373.70"
04PIRL2607-44,"179,308.73","19,466.12"
04PIRL2607-45,"2,134,953.61","102,528.41"
04PIRL2607-46,"3,723,597.51","179,749.23"
04PIRL2607-47,"344,677.15","20,044.48"
04PIRL2607-48,"2,248,498.27","109,697.08"
04PIRL2607-49,"1,109,728.82","49,877.09"
04PIRL2607-5,"271,104.55","19,460.03"
04PIRL2607-50,"420,882.36","19,132.78"
04PIRL2607-52,"833,471.85","58,456.84"
04PIRL2607-53,"667,937.85","38,317.31"
04PIRL2607-54,"2,632,775.58","213,823.57"
04PIRL2607-55,"710,289.50","40,117.74"
04PIRL2607-56,"1,299,845.60","13,498.16"
04PIRL2607-57,"1,569,762.79","96,425.17"
04PIRL2607-58,"2,068,063.99","114,332.30"
04PIRL2607-59,"327,501.87","21,154.31"
04PIRL2607-6,"3,144,671.86","196,576.80"
04PIRL2607-61,"2,446,814.98","124,908.13"
04PIRL2607-62,"1,993,836.96","110,596.53"
04PIRL2607-63,"252,929.16","14,959.08"
04PIRL2607-64,"763,349.69","41,692.35"
04PIRL2607-65,"829,934.88","40,834.90"
04PIRL2607-66,"1,614,621.02","104,080.54"
04PIRL2607-67,"951,738.07","53,050.08"
04PIRL2607-68,"254,545.93","12,128.89"
04PIRL2607-69,"290,469.49","26,324.34"
04PIRL2607-7,"178,007.34","12,235.53"
04PIRL2607-70,"203,674.62","28,900.97"
04PIRL2607-71,"754,124.80","35,234.59"
04PIRL2607-72,"801,866.11","52,163.53"
04PIRL2607-73,"1,543,464.56","36,940.46"
04PIRL2607-74,"185,441.72","10,701.83"
04PIRL2607-75,"1,442,744.18","66,601.67"
04PIRL2607-76,"1,458,624.47","76,883.33"
04PIRL2607-77,"1,419,549.22","75,985.77"
04PIRL2607-78,"72,706.52","15,675.00"
04PIRL2607-79,"538,962.05","43,669.39"
04PIRL2607-8,"486,571.26","27,834.45"
04PIRL2607-80,"408,051.74","14,686.54"
04PIRL2607-81,"751,151.62","41,336.01"
04PIRL2607-82,"358,617.98","27,406.70"
04PIRL2607-83,"447,917.41","21,362.68"
04PIRL2607-84,"833,278.27","46,502.56"
04PIRL2607-85,"460,336.37","73,110.83"
04PIRL2607-86,"438,464.15","54,381.91"
04PIRL2607-87,"328,241.42","28,933.30"
04PIRL2607-88,"1,204,703.53","55,853.91"
04PIRL2607-89,"3,179,197.46","152,107.09"
04PIRL2607-9,"2,581,581.32","135,514.13"
04PIRL2607-90,"916,424.07","52,196.55"
04PIRL2607-91,"556,001.07","32,523.19"
04PIRL2607-92,"795,889.90","59,544.25"
04PIRL2607-94,"944,236.79","58,148.27"
04PIRL2607-95,"660,154.58","40,294.46"
04PIRL2608-1,"454,588.62","29,935.32"
04PIRL2608-10,"2,497,627.90","136,488.14"
04PIRL2608-11,"529,308.17","22,323.31"
04PIRL2608-12,"1,596,249.73","79,320.25"
04PIRL2608-13,"425,875.82","14,660.11"
04PIRL2608-14,"1,069,825.92","63,639.97"
04PIRL2608-15,"1,396,053.36","129,072.49"
04PIRL2608-16,"1,922,404.34","104,439.42"
04PIRL2608-17,"239,672.22","14,479.58"
04PIRL2608-18,"477,672.57","32,401.66"
04PIRL2608-19,"1,510,963.12","73,200.88"
04PIRL2608-20,"129,589.38","8,712.86"
04PIRL2608-21,"373,956.31","29,865.07"
04PIRL2608-22,"1,697,252.74","70,102.95"
04PIRL2608-23,"892,922.27","50,696.49"
04PIRL2608-24,"223,223.88","12,140.46"
04PIRL2608-25,"4,246,966.49","233,455.01"
04PIRL2608-26,"413,201.55","43,288.42"
04PIRL2608-27,"1,223,075.73","58,818.76"
04PIRL2608-28,"794,807.05","38,556.37"
04PIRL2608-29,"120,156.91","28,651.95"
04PIRL2608-3,"2,080,705.62","114,600.29"
04PIRL2608-30,"1,125,172.77","56,124.41"
04PIRL2608-31,"405,554.60","22,706.19"
04PIRL2608-33,"270,190.83","11,088.86"
04PIRL2608-34,"2,714,697.65","149,623.09"
04PIRL2608-35,"1,654,626.40","78,695.18"
04PIRL2608-36,"336,206.26","23,598.27"
04PIRL2608-37,"2,328,732.31","111,951.90"
04PIRL2608-38,"596,360.33","33,866.64"
04PIRL2608-39,"109,292.29","11,925.19"
04PIRL2608-4,"539,281.37","19,242.93"
04PIRL2608-40,"541,872.89","23,744.25"
04PIRL2608-41,"603,594.41","38,447.39"
04PIRL2608-42,"1,648,692.77","82,141.64"
04PIRL2608-43,"336,448.14","24,768.68"
04PIRL2608-44,"201,659.01","27,118.72"
04PIRL2608-45,"6,299.69","6,981.33"
04PIRL2608-46,"863,344.92","53,699.70"
04PIRL2608-47,"1,984,341.84","85,197.43"
04PIRL2608-48,"153,279.03","17,659.10"
04PIRL2608-49,"688,914.23","56,140.37"
04PIRL2608-5,"1,584,228.57","70,385.60"
04PIRL2608-50,"679,314.16","46,798.72"
04PIRL2608-51,"690,682.55","47,067.59"
04PIRL2608-52,"4,610,650.73","225,080.44"
04PIRL2608-53,"980,137.09","136,374.79"
04PIRL2608-54,"248,639.41","15,492.15"
04PIRL2608-55,"833,767.28","48,802.94"
04PIRL2608-56,"3,668,873.70","176,113.72"
04PIRL2608-57,"1,042,212.64","75,831.34"
04PIRL2608-58,"1,324,674.73","75,890.59"
04PIRL2608-59,"1,793,527.25","142,285.65"
04PIRL2608-6,"650,586.32","33,432.45"
04PIRL2608-60,"1,142,856.85","71,686.77"
04PIRL2608-61,"1,355,387.53","77,689.64"
04PIRL2608-62,"1,348,706.58","66,656.01"
04PIRL2608-63,"340,434.07","20,133.36"
04PIRL2608-64,"374,311.88","17,750.59"
04PIRL2608-65,"698,698.31","30,829.41"
04PIRL2608-67,"592,447.36","49,618.07"
04PIRL2608-68,"287,616.57","21,255.70"
04PIRL2608-69,"420,999.26","39,097.55"
04PIRL2608-7,"3,152,907.46","182,768.22"
04PIRL2608-70,"1,072,387.30","62,590.20"
04PIRL2608-71,"864,177.39","57,348.66"
04PIRL2608-72,"522,533.77","18,316.45"
04PIRL2608-73,"2,928,013.23","158,970.64"
04PIRL2608-74,"737,611.47","43,453.92"
04PIRL2608-75,"1,260,339.16","82,069.91"
04PIRL2608-76,"1,945,510.08","81,670.53"
04PIRL2608-77,"363,927.24","21,505.92"
04PIRL2608-78,"188,960.03","10,129.49"
04PIRL2608-79,"46,675.42","14,129.48"
04PIRL2608-8,"1,614,310.44","69,767.05"
04PIRL2608-80,"2,072,249.10","120,279.47"
04PIRL2608-81,"18,246.71","19,917.38"
04PIRL2608-82,"1,619,117.75","80,770.76"
04PIRL2608-83,"709,475.49","32,087.91"
04PIRL2608-84,"1,315,333.71","73,444.24"
04PIRL2608-85,"615,757.08","68,177.02"
04PIRL2608-86,"1,316,130.44","52,575.76"
04PIRL2608-9,"474,364.94","36,299.04"
04PISL2608-10,"810,000.00","26,757.40"
04PISL2608-12,"415,554.80","39,213.74"
04PISL2608-18,"704,504.22","52,474.83"
04PISL2608-3,"719,999.99","23,567.32"
04PITL2607-1,"211,258.77","16,156.53"
04PITL2607-2,"1,314,434.46","47,044.18"
04PITL2608-1,"526,100.10","26,360.63"
04PITL2608-2,"1,081,861.55","46,821.32"
04PKCL2606-5,"98,346.75","1,488.64"
04PKCL2607-2,"978,443.17","54,458.93"
04PKCL2607-3,"357,526.16","17,543.77"
04PKCL2607-4,"897,466.69","52,970.97"
04PKCL2608-1,"978,214.87","50,560.94"
04PKCL2608-10,"884,589.13","67,246.24"
04PKCL2608-11,"916,783.88","32,484.83"
04PKCL2608-2,"460,524.68","20,633.29"
04PKCL2608-3,"176,683.31","8,232.23"
04PKCL2608-4,"435,698.09","23,675.66"
04PKCL2608-5,"892,078.95","67,705.55"
04PKCL2608-6,"956,574.08","67,560.89"
04PKCL2608-7,"833,409.94","40,293.83"
04PKCL2608-8,"469,381.63","29,106.97"
04PKCL2608-9,"861,277.69","50,592.91"
04PKML2606-11,"335,663.90","46,501.56"
04PKML2606-12,"66,792.42","5,132.25"
04PKML2606-3,"1,002,457.17","73,109.96"
04PKML2606-4,"983,340.57","80,990.27"
04PKML2606-5,"335,660.77","37,056.73"
04PKML2606-7,"887,778.28","85,538.97"
04PKML2606-8,"652,863.71","40,044.70"
04PKML2606-9,"977,606.72","82,414.76"
04PKML2607-1,"408,324.76","38,246.22"
04PKML2607-2,"829,021.37","57,044.00"
04PKML2607-3,"524,914.37","43,378.83"
04PKML2607-4,"707,748.53","56,665.40"
04PKML2607-5,"662,555.83","40,055.11"
04PKML2607-6,"900,832.50","66,174.25"
04PKML2607-8,"1,946,505.43","125,137.04"
04PKML2607-9,"130,581.96","5,430.11"
04PKML2608-1,"444,778.01","31,704.99"
04PKML2608-10,"304,614.12","26,653.57"
04PKML2608-2,"592,228.23","25,067.91"
04PKML2608-3,"740,470.45","40,168.58"
04PKML2608-4,"865,490.17","37,221.01"
04PKML2608-5,"806,529.35","25,289.82"
04PKML2608-6,"860,239.68","31,915.40"
04PKML2608-7,"822,929.95","44,026.61"
04PKML2608-8,"421,531.07","23,242.20"
04PKML2608-9,"391,435.85","32,551.70"
04PKRL2606-10,"975,276.40","69,938.44"
04PKRL2606-11,"962,627.22","53,871.53"
04PKRL2606-2,"1,199,921.53","97,180.83"
04PKRL2606-3,"722,557.49","55,379.74"
04PKRL2606-4,"966,824.16","75,407.21"
04PKRL2606-5,"834,686.90","64,046.30"
04PKRL2606-6,"2,216,181.04","183,252.95"
04PKRL2606-7,"471,525.02","27,208.98"
04PKRL2606-8,"988,205.51","83,265.73"
04PKRL2606-9,"803,427.52","80,333.41"
04PKRL2607-1,"1,143,830.66","113,656.57"
04PKRL2607-10,"861,495.86","58,620.59"
04PKRL2607-11,"787,911.66","61,511.46"
04PKRL2607-12,"985,307.45","75,893.20"
04PKRL2607-13,"973,457.87","58,101.25"
04PKRL2607-14,"921,084.10","71,772.61"
04PKRL2607-2,"2,188,468.97","186,822.87"
04PKRL2607-3,"807,237.33","29,118.07"
04PKRL2607-6,"1,388,286.76","122,800.59"
04PKRL2607-8,"370,743.90","22,128.32"
04PKRL2607-9,"1,177,489.78","59,754.25"
04PKRL2608-1,"211,877.11","10,616.61"
04PKRL2608-10,"948,350.28","73,322.13"
04PKRL2608-11,"2,202,616.09","182,507.86"
04PKRL2608-12,"401,190.37","29,129.46"
04PKRL2608-13,"475,408.30","44,324.30"
04PKRL2608-14,"555,340.96","47,229.20"
04PKRL2608-2,"2,550,959.41","113,841.41"
04PKRL2608-3,"845,959.15","70,474.92"
04PKRL2608-4,"470,675.93","40,474.28"
04PKRL2608-5,"863,233.61","50,489.92"
04PKRL2608-6,"247,437.32","39,482.99"
04PKRL2608-7,"738,649.83","56,356.31"
04PKRL2608-8,"417,182.12","12,715.85"
04PKRL2608-9,"1,140,625.47","85,495.37"
04PLCL2606-12,"1,605,956.65","248,129.24"
04PLCL2606-6,"2,109,345.58","124,464.28"
04PLCL2606-7,"2,490,235.68","266,082.06"
04PLCL2607-1,"2,188,583.77","153,054.71"
04PLCL2607-10,"1,326,362.53","110,206.38"
04PLCL2607-11,"1,477,932.00","110,162.83"
04PLCL2607-12,"762,041.93","74,091.89"
04PLCL2607-14,"320,937.21","26,786.92"
04PLCL2607-15,"976,418.46","71,412.97"
04PLCL2607-2,"1,686,506.03","129,707.67"
04PLCL2607-3,"700,029.89","59,767.11"
04PLCL2607-4,"1,082,888.51","155,291.75"
04PLCL2607-5,"553,812.74","51,744.48"
04PLCL2607-6,"2,460,810.07","204,112.19"
04PLCL2607-7,"2,480,673.67","175,600.21"
04PLCL2607-8,"1,282,559.72","107,442.43"
04PLCL2607-9,"2,038,541.53","157,466.17"
04PLCL2608-1,"1,972,514.15","97,850.29"
04PLCL2608-10,"1,123,586.36","68,511.73"
04PLCL2608-11,"995,718.52","48,469.90"
04PLCL2608-12,"1,516,402.57","94,368.30"
04PLCL2608-13,"387,181.65","25,603.00"
04PLCL2608-14,"564,473.64","31,730.72"
04PLCL2608-15,"2,267,335.72","147,384.24"
04PLCL2608-16,"2,218,633.45","137,475.73"
04PLCL2608-17,"3,144,187.53","174,078.38"
04PLCL2608-2,"660,944.98","38,676.49"
04PLCL2608-3,"2,694,405.52","149,098.29"
04PLCL2608-4,"921,938.39","57,558.83"
04PLCL2608-5,"1,606,053.25","82,619.29"
04PLCL2608-6,"1,351,065.46","143,802.97"
04PLCL2608-7,"1,951,620.84","100,977.29"
04PLCL2608-8,"1,890,253.06","111,122.14"
04PLCL2608-9,"675,786.49","44,575.99"
04PLML2606-1,"325,506.22","37,160.05"
04PLML2606-2,"1,497,503.13","148,071.48"
04PLML2606-5,"399,809.22","33,139.46"
04PLML2606-6,"344,165.44","28,861.49"
04PLML2606-7,"569,730.57","47,045.56"
04PLML2607-1,"435,842.86","31,387.05"
04PLML2607-2,"719,423.55","63,317.44"
